Date,CAT,Price
2006-12-01,66,61.19
2006-12-08,66,63.40
2006-12-15,65,61.82
2006-12-22,65,60.59
2006-12-29,64,61.33
2007-01-05,75,60.22
2007-01-12,65,59.74
2007-01-19,61,59.37
2007-01-26,63,61.09
2007-02-02,63,65.25
2007-02-09,62,64.80
2007-02-16,63,67.67
2007-02-23,64,67.26
2007-03-02,62,63.04
2007-03-09,63,64.40
2007-03-16,64,63.16
2007-03-23,83,66.88
2007-03-30,70,67.03
2007-04-06,74,
2007-04-13,65,66.79
2007-04-20,64,71.82
2007-04-27,67,73.76
2007-05-04,65,73.10
2007-05-11,61,74.88
2007-05-18,63,74.77
2007-05-25,62,75.71
2007-06-01,62,78.14
2007-06-08,63,78.52
2007-06-15,62,81.11
2007-06-22,60,80.90
2007-06-29,62,78.30
2007-07-06,61,78.81
2007-07-13,65,85.13
2007-07-20,66,83.20
2007-07-27,67,76.02
2007-08-03,64,78.96
2007-08-10,64,77.55
2007-08-17,65,72.64
2007-08-24,63,76.32
2007-08-31,63,75.77
2007-09-07,59,73.44
2007-09-14,60,73.16
2007-09-21,60,78.16
2007-09-28,61,78.43
2007-10-05,62,80.33
2007-10-12,64,80.30
2007-10-19,64,73.57
2007-10-26,64,75.04
2007-11-02,68,74.76
2007-11-09,62,70.41
2007-11-16,62,69.44
2007-11-23,71,68.63
2007-11-30,71,71.90
2007-12-07,69,74.20
2007-12-14,63,73.39
2007-12-21,63,72.73
2007-12-28,63,73.16
2008-01-04,68,68.53
2008-01-11,74,66.01
2008-01-18,63,62.81
2008-01-25,65,65.93
2008-02-01,64,71.76
2008-02-08,64,68.01
2008-02-15,62,69.95
2008-02-22,62,71.18
2008-02-29,65,72.33
2008-03-07,63,69.84
2008-03-14,60,74.79
2008-03-21,60,
2008-03-28,60,77.09
2008-04-04,62,77.83
2008-04-11,62,74.80
2008-04-18,61,85.28
2008-04-25,60,82.25
2008-05-02,61,82.80
2008-05-09,60,81.76
2008-05-16,59,83.70
2008-05-23,59,81.55
2008-05-30,58,82.64
2008-06-06,60,79.99
2008-06-13,61,81.50
2008-06-20,60,79.08
2008-06-27,60,73.75
2008-07-04,61,
2008-07-11,61,69.81
2008-07-18,64,70.89
2008-07-25,67,70.48
2008-08-01,69,68.14
2008-08-08,65,70.90
2008-08-15,65,70.35
2008-08-22,65,70.27
2008-08-29,62,70.73
2008-09-05,58,64.07
2008-09-12,63,65.46
2008-09-19,63,66.49
2008-09-26,63,64.13
2008-10-03,65,51.21
2008-10-10,66,43.13
2008-10-17,65,39.32
2008-10-24,67,33.30
2008-10-31,68,38.20
2008-11-07,62,38.45
2008-11-14,64,36.96
2008-11-21,67,34.67
2008-11-28,61,40.99
2008-12-05,62,38.26
2008-12-12,67,42.08
2008-12-19,64,42.69
2008-12-26,62,42.72
2009-01-02,67,46.91
2009-01-09,72,43.20
2009-01-16,66,39.55
2009-01-23,62,35.66
2009-01-30,63,30.85
2009-02-06,63,33.28
2009-02-13,59,30.94
2009-02-20,64,26.66
2009-02-27,64,24.61
2009-03-06,65,23.23
2009-03-13,62,26.78
2009-03-20,61,27.07
2009-03-27,61,30.35
2009-04-03,58,32.15
2009-04-10,60,
2009-04-17,58,32.29
2009-04-24,57,33.63
2009-05-01,58,37.26
2009-05-08,58,39.64
2009-05-15,59,35.74
2009-05-22,60,34.31
2009-05-29,61,35.46
2009-06-05,63,38.47
2009-06-12,62,37.73
2009-06-19,61,33.65
2009-06-26,60,34.56
2009-07-03,58,
2009-07-10,61,30.53
2009-07-17,63,33.99
2009-07-24,65,42.00
2009-07-31,64,44.06
2009-08-07,65,47.78
2009-08-14,64,46.00
2009-08-21,64,47.30
2009-08-28,64,46.71
2009-09-04,63,46.11
2009-09-11,62,48.53
2009-09-18,64,53.42
2009-09-25,64,51.20
2009-10-02,61,48.83
2009-10-09,61,53.64
2009-10-16,63,54.57
2009-10-23,63,57.60
2009-10-30,69,55.06
2009-11-06,63,57.60
2009-11-13,63,58.78
2009-11-20,63,57.95
2009-11-27,63,57.45
2009-12-04,65,58.30
2009-12-11,62,57.51
2009-12-18,64,57.19
2009-12-25,61,
2010-01-01,67,
2010-01-08,64,60.34
2010-01-15,63,60.12
2010-01-22,62,54.25
2010-01-29,61,52.24
2010-02-05,61,51.75
2010-02-12,60,56.20
2010-02-19,61,58.25
2010-02-26,63,57.05
2010-03-05,68,59.23
2010-03-12,61,60.36
2010-03-19,59,59.37
2010-03-26,60,62.44
2010-04-02,61,
2010-04-09,58,65.27
2010-04-16,58,66.88
2010-04-23,58,68.78
2010-04-30,58,68.09
2010-05-07,60,62.10
2010-05-14,60,64.88
2010-05-21,60,60.09
2010-05-28,59,60.76
2010-06-04,59,57.76
2010-06-11,57,60.23
2010-06-18,57,65.85
2010-06-25,57,64.71
2010-07-02,57,59.18
2010-07-09,60,64.72
2010-07-16,61,63.94
2010-07-23,65,69.31
2010-07-30,63,69.75
2010-08-06,66,71.56
2010-08-13,65,68.01
2010-08-20,65,68.86
2010-08-27,71,65.90
2010-09-03,63,70.08
2010-09-10,64,71.26
2010-09-17,62,73.18
2010-09-24,63,79.73
2010-10-01,64,78.22
2010-10-08,61,80.37
2010-10-15,62,79.75
2010-10-22,65,78.33
2010-10-29,69,78.60
2010-11-05,66,83.54
2010-11-12,63,81.04
2010-11-19,66,83.97
2010-11-26,64,84.13
2010-12-03,66,89.38
2010-12-10,67,89.94
2010-12-17,62,92.59
2010-12-24,62,
2010-12-31,63,93.66
2011-01-07,66,93.73
2011-01-14,69,94.01
2011-01-21,64,92.75
2011-01-28,65,95.68
2011-02-04,63,99.59
2011-02-11,65,103.54
2011-02-18,66,105.86
2011-02-25,64,102.00
2011-03-04,65,103.04
2011-03-11,63,100.02
2011-03-18,60,105.06
2011-03-25,64,109.09
2011-04-01,64,113.12
2011-04-08,64,109.82
2011-04-15,65,107.21
2011-04-22,68,
2011-04-29,69,115.41
2011-05-06,66,110.34
2011-05-13,68,106.33
2011-05-20,69,104.33
2011-05-27,71,104.60
2011-06-03,72,101.10
2011-06-10,69,96.79
2011-06-17,72,95.95
2011-06-24,74,100.01
2011-07-01,70,108.62
2011-07-08,67,110.41
2011-07-15,71,109.36
2011-07-22,67,105.15
2011-07-29,71,98.79
2011-08-05,72,90.99
2011-08-12,72,89.81
2011-08-19,71,79.97
2011-08-26,69,85.16
2011-09-02,66,85.38
2011-09-09,68,83.96
2011-09-16,70,85.90
2011-09-23,69,73.86
2011-09-30,73,73.84
2011-10-07,72,75.52
2011-10-14,71,84.09
2011-10-21,75,87.39
2011-10-28,82,96.85
2011-11-04,77,95.74
2011-11-11,74,96.13
2011-11-18,73,93.93
2011-11-25,73,86.72
2011-12-02,73,96.29
2011-12-09,73,95.97
2011-12-16,74,87.20
2011-12-23,76,92.25
2011-12-30,74,90.60
2012-01-06,72,95.76
2012-01-13,77,102.48
2012-01-20,71,105.64
2012-01-27,73,111.28
2012-02-03,75,113.94
2012-02-10,75,111.75
2012-02-17,72,113.95
2012-02-24,73,116.00
2012-03-02,76,112.49
2012-03-09,72,110.22
2012-03-16,70,113.58
2012-03-23,71,107.83
2012-03-30,69,106.52
2012-04-06,73,
2012-04-13,70,105.89
2012-04-20,71,107.73
2012-04-27,73,104.56
2012-05-04,78,98.44
2012-05-11,74,95.50
2012-05-18,71,88.68
2012-05-25,70,89.94
2012-06-01,70,85.52
2012-06-08,74,87.60
2012-06-15,71,86.93
2012-06-22,72,84.96
2012-06-29,71,84.91
2012-07-06,73,84.61
2012-07-13,74,82.07
2012-07-20,74,80.95
2012-07-27,76,86.16
2012-08-03,73,85.02
2012-08-10,73,88.94
2012-08-17,75,90.01
2012-08-24,77,87.47
2012-08-31,77,85.33
2012-09-07,75,88.10
2012-09-14,74,93.17
2012-09-21,76,91.72
2012-09-28,75,86.04
2012-10-05,76,85.43
2012-10-12,75,82.82
2012-10-19,77,83.86
2012-10-26,84,84.25
2012-11-02,81,85.79
2012-11-09,75,84.95
2012-11-16,76,81.93
2012-11-23,77,84.16
2012-11-30,81,85.24
2012-12-07,83,86.99
2012-12-14,86,89.00
2012-12-21,83,87.90
2012-12-28,87,86.81
2013-01-04,84,94.92
2013-01-11,86,95.19
2013-01-18,77,97.62
2013-01-25,81,95.58
2013-02-01,80,99.49
2013-02-08,79,96.85
2013-02-15,79,95.61
2013-02-22,80,91.54
2013-03-01,85,91.36
2013-03-08,80,90.51
2013-03-15,80,88.83
2013-03-22,78,87.48
2013-03-29,83,
2013-04-05,81,84.60
2013-04-12,77,85.05
2013-04-19,79,80.43
2013-04-26,78,84.68
2013-05-03,77,86.98
2013-05-10,74,88.62
2013-05-17,79,87.67
2013-05-24,78,86.21
2013-05-31,81,85.80
2013-06-07,81,84.65
2013-06-14,83,83.87
2013-06-21,79,83.12
2013-06-28,79,82.49
2013-07-05,80,82.14
2013-07-12,80,87.17
2013-07-19,82,85.65
2013-07-26,83,82.06
2013-08-02,84,84.30
2013-08-09,87,84.51
2013-08-16,84,85.16
2013-08-23,81,83.89
2013-08-30,85,82.54
2013-09-06,79,83.39
2013-09-13,78,87.01
2013-09-20,78,84.75
2013-09-27,80,83.80
2013-10-04,78,84.20
2013-10-11,82,85.61
2013-10-18,86,87.34
2013-10-25,88,84.77
2013-11-01,100,83.59
2013-11-08,84,84.24
2013-11-15,87,83.74
2013-11-22,85,82.88
2013-11-29,86,84.60
2013-12-06,83,85.50
2013-12-13,83,86.05
2013-12-20,85,88.93
2013-12-27,87,90.87
2014-01-03,85,89.82
2014-01-10,83,90.51
2014-01-17,88,91.44
2014-01-24,83,86.17
2014-01-31,82,93.91
2014-02-07,80,94.87
2014-02-14,83,96.55
2014-02-21,84,97.50
2014-02-28,85,96.97
2014-03-07,83,97.05
2014-03-14,81,95.39
2014-03-21,81,97.39
2014-03-28,82,99.39
2014-04-04,81,102.17
2014-04-11,80,101.45
2014-04-18,82,
2014-04-25,81,104.69
2014-05-02,82,
